UserID,Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video Category,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Watch Time,Self Control,Addiction Level,CurrentActivity,ConnectionType,Watch Hour,Time per Session,Engagement Efficiency,Videos per Session,Video Consumption Ratio,Time of Day,Time per Session_log,Engagement Efficiency_log,Videos per Session_log,Video Consumption Ratio_log
539,0.9646358794862621,Male,India,0.009854309193337706,1,0,Students,Rural,Youtube,1.0558135364485044,10,Life Hacks,11,2957,4,19,21,9,7,3,Boredom,Tablet,Android,15:55:00,9,1,At Work,Mobile Data,15,-0.10253424524363995,-0.5230062080954625,-0.37336117515650835,-0.389422980783373,Afternoon,-0.10818031560799482,-0.7402518030536734,-0.467384941254461,-0.49335083578558625
540,-1.110806307820894,Other,India,0.6233170594738882,1,1,Artist,Rural,Facebook,0.7817124535499379,18,Gaming,11,2612,5,24,1,5,7,3,Boredom,Tablet,Macos,15:55:00,9,1,At School,Mobile Data,15,-0.40271173625347484,-0.525914632260965,-0.6614299787235438,-0.2666165654308365,Afternoon,-0.515355428279166,-0.7463678727879837,-1.083024350484341,-0.3100866107704943
541,0.001037721093653793,Male,Japan,1.2285182528590841,1,0,Students,Urban,Tiktok,-0.8033068519069904,7,Trends,16,6047,4,4,49,10,7,3,Habit,Computer,Android,15:55:00,9,1,Commuting,Wi-Fi,15,-0.4042201658565393,0.08803937177440439,0.3185687941956845,-0.5083916956561428,Afternoon,-0.51788408596348,0.08437733507165766,0.27654690155602063,-0.7100730089515318
542,0.8163900089643223,Male,Indonesia,-1.0154217618403374,0,1,Waiting Staff,Rural,Instagram,1.5205936335373782,7,Trends,15,6249,5,1,43,12,2,8,Habit,Computer,Android,23:30:00,4,6,At Work,Mobile Data,23,0.2961939798330753,-0.41980835487092216,0.19712802406448326,-0.6772505167658804,Night,0.2594322625269044,-0.5443968073828681,0.17992537496232042,-1.1308788503903011
543,0.8163900089643223,Male,Japan,1.0336551022099854,1,0,Waiting Staff,Urban,Instagram,-0.3385267548181166,11,Trends,17,3759,5,2,15,82,2,8,Boredom,Tablet,Ios,23:30:00,4,6,At School,Wi-Fi,23,-0.4248353704317541,-0.33621164197304354,-0.47785672154847214,-0.6311981110086793,Night,-0.5530989668717278,-0.4097919182246379,-0.6498132489699859,-0.9974956653189959
544,0.8905129442252921,Other,Philippines,0.3477772766936244,1,1,Students,Rural,Youtube,-0.9582335509366149,4,Jokes/Memes,22,7718,5,13,36,58,2,8,Habit,Smartphone,Ios,23:30:00,4,6,At Home,Mobile Data,23,-0.2596623288961917,0.4640453635370542,0.6009891898496408,0.009697869112370623,Night,-0.30064888456027616,0.38120340108164097,0.4706216818678848,0.009651146609322864
545,-0.4436998904721654,Other,United States,1.527746785512762,1,0,Manager,Rural,Instagram,-0.481536015460847,1,Pranks,18,4263,3,26,47,21,6,4,Habit,Smartphone,Windows,19:25:00,8,2,Commuting,Mobile Data,19,2.08468867919988,-0.2558817857962752,5.966976707274809,0.20542059358047576,Evening,1.1264507379053101,-0.2955553667119637,1.9411813727489826,0.18682854635796559
546,1.1128817500082018,Female,India,1.1445117074894855,1,1,Labor/Worker,Rural,Instagram,0.8055473303237263,13,Jokes/Memes,28,1902,7,29,22,21,6,4,Habit,Tablet,Windows,19:25:00,8,2,At Home,Mobile Data,19,-0.2822887729421591,-0.5602422301580237,-0.43125735626556944,-0.1860248553557344,Evening,-0.3316879815615367,-0.8215312267497217,-0.564327242893932,-0.2058254482808489
547,0.5940212031814127,Female,Mexico,0.2617474929006738,1,0,Waiting Staff,Urban,Instagram,1.341832057733965,18,Comedy,19,2567,3,13,32,65,7,3,Habit,Tablet,Macos,15:55:00,9,1,At School,Mobile Data,15,-0.3370950485201692,-0.5496121446517149,-0.41854843846114137,-0.504553995176376,Afternoon,-0.4111236603407067,-0.7976461666669872,-0.5422276096523,-0.7022969022424606
548,0.001037721093653793,Female,United States,0.045471735604431913,1,1,Students,Rural,Instagram,-1.4587659631861711,9,Asmr,4,8075,2,2,46,3,7,3,Boredom,Tablet,Android,15:55:00,9,1,At School,Mobile Data,15,-0.624953697771644,2.202381812653495,0.051681520302695856,-0.42779998558104065,Afternoon,-0.9807057880248921,1.1638948493937815,0.05039033112646259,-0.5582666731669674
549,-0.07308521416731607,Other,India,1.5673263871695873,1,0,Manager,Rural,Tiktok,-1.0059033044841916,9,Life Hacks,22,2994,3,19,33,69,7,3,Boredom,Smartphone,Android,15:55:00,9,1,At School,Mobile Data,15,-0.518860815689441,-0.19154826252977106,-0.1516611645681527,0.3973056175688139,Afternoon,-0.7315986862631831,-0.21263429566110176,-0.16447515291237647,0.33454582339877725
550,0.5940212031814127,Male,United States,1.2341243093237888,1,1,Cashier,Urban,Facebook,-0.36236163159190504,9,Vlogs,22,5229,3,22,41,89,3,7,Habit,Smartphone,Windows,23:30:00,5,5,At Home,Wi-Fi,23,-0.3680178553829914,-0.20662291172561534,-0.025984088502142216,0.005860168632603854,Night,-0.4588941374226577,-0.23145664921857345,-0.026327639232936434,0.005843064633418403
551,0.9646358794862621,Male,Japan,-0.008101931813912154,1,1,Driver,Rural,Tiktok,0.6387031929072076,10,Vlogs,23,2010,8,24,39,64,3,7,Procrastination,Tablet,Android,23:30:00,5,5,At School,Wi-Fi,23,-0.19052597208906893,-0.5487723883785769,-0.11918281906794774,-0.2435903625522359,Night,-0.21137059049165363,-0.7957833847012188,-0.1269051877102604,-0.2791722010736037
552,-0.8884375020379846,Male,United States,-0.7676593565806785,0,1,Labor/Worker,Rural,Tiktok,-0.600710399329789,2,Asmr,5,7377,4,16,23,49,6,4,Boredom,Tablet,Ios,19:25:00,8,2,At Home,Wi-Fi,19,0.5636888294431794,0.09881283030295625,0.9540146844170861,-0.0862446428817985,Evening,0.4470476641717848,0.09423035182075222,0.6698860686471566,-0.09019240515207733
553,-0.8143145667770147,Male,Philippines,0.19620299814416314,1,1,Engineer,Rural,Youtube,-1.077407934805557,6,Comedy,7,830,3,12,43,72,3,7,Entertainment,Computer,Ios,23:30:00,5,5,At Home,Mobile Data,23,-0.4502272687500065,-0.5098363719094191,0.3425745278262708,0.0634256758291054,Night,-0.5982503020619427,-0.7130160087425703,0.2945890600695387,0.06149546683056722
554,-0.07308521416731607,Other,Vietnam,1.3453602718076678,1,0,Teacher,Rural,Instagram,-1.6017752238289016,15,Gaming,2,48,5,1,2,17,7,3,Procrastination,Tablet,Ios,15:55:00,9,1,At Home,Wi-Fi,15,-0.6774973289450573,-0.620264321827075,-0.6515452648756553,-0.46617699037870836,Afternoon,-1.1316438604397008,-0.9682798520477882,-1.0542469420829101,-0.6276909376179565
555,0.07516065635462366,Male,Vietnam,0.03602995629545546,1,1,Students,Rural,Tiktok,-0.5292057690084238,3,Entertainment,1,4210,4,9,2,73,6,4,Boredom,Tablet,Android,19:25:00,8,2,At Home,Mobile Data,19,0.1908553125524047,-0.2462450705155079,-0.5752917580490872,-0.37023447838453916,Evening,0.17467179899036508,-0.28268799101586906,-0.8563528353268154,-0.4624077167876369
556,0.8163900089643223,Male,Vietnam,-0.9368948205339842,0,0,Cashier,Urban,Instagram,1.1154007283829754,11,Jokes/Memes,12,1178,9,17,38,32,7,3,Habit,Tablet,Macos,15:55:00,9,1,At Work,Mobile Data,15,-0.1460272987986663,-0.5999463163891979,-0.18272740809008786,-0.42779998558104065,Afternoon,-0.15785605151088525,-0.9161565318523757,-0.20178258994232653,-0.5582666731669674
557,1.2611276205301414,Male,Philippines,-1.581211956770654,0,1,Manager,Urban,Tiktok,-0.8748114822283555,6,Jokes/Memes,10,5768,8,10,29,70,7,3,Entertainment,Smartphone,Ios,15:55:00,9,1,At Work,Mobile Data,15,-0.37907967247213104,0.10812183581859645,0.012142664911141946,-0.20137565727480147,Afternoon,-0.4765525023360014,0.10266654240500772,0.012069534161835233,-0.22486460306801526
558,0.445775332659473,Female,United States,0.1892481160638903,1,0,Labor/Worker,Rural,Tiktok,-1.1608300035138162,3,Entertainment,8,7878,7,18,46,21,7,3,Habit,Smartphone,Android,15:55:00,9,1,Commuting,Mobile Data,15,-0.25337720555008963,0.8448543515448477,1.4948497420944125,0.5853529410773856,Afternoon,-0.2921951819606025,0.6124003321242718,0.9142285037805137,0.46080705829928
559,-0.5178228257331352,Female,India,-1.171211120438449,0,1,Students,Urban,Youtube,-0.0644256719195501,11,Pranks,1,70,8,19,3,7,7,3,Boredom,Smartphone,Android,15:55:00,9,1,At School,Mobile Data,15,-0.3722917392583408,-0.6442793030527917,-0.6317758371798784,-0.19370025631526794,Afternoon,-0.4656797734112357,-1.0336094151947504,-0.9990633881643552,-0.21529971518190685
560,-0.2954540199502257,Male,Philippines,0.3361015049588633,1,0,Cashier,Urban,Facebook,1.091565851609187,15,Pranks,12,7686,5,7,39,7,9,1,Habit,Computer,Android,07:45:00,10,0,At Work,Mobile Data,7,-0.29863009364202453,-0.325264087631768,-0.3027560762430193,-0.5813080047717113,Morning,-0.3547198473034737,-0.3934339056002631,-0.36061996709554317,-0.8706197242953019
561,0.07516065635462366,Female,Vietnam,-1.1972603151391072,0,1,Waiting Staff,Rural,Facebook,-1.315756702543441,13,Pranks,2,7879,4,25,7,27,3,7,Habit,Smartphone,Android,23:30:00,5,5,At Work,Wi-Fi,23,-0.6267135323085526,1.3188250812201652,-0.5936490837665943,1.6483959739727796,Night,-0.9854091442103666,0.8410606268904276,-0.9005381669967223,0.9739541638940031
562,-0.14720814942828594,Male,Indonesia,-1.2964411486838463,0,0,Waiting Staff,Rural,Tiktok,1.7470249628883678,10,Gaming,27,5455,7,19,36,8,3,7,Habit,Smartphone,Android,23:30:00,5,5,At Home,Wi-Fi,23,0.04328061638592809,-0.46172448201670396,-0.16154587841604115,-0.4469884879798745,Night,0.04237018718177073,-0.6193847346960073,-0.17619541408286002,-0.5923764602802325
563,-0.8143145667770147,Male,Philippines,-0.7027471238314654,0,1,Driver,Rural,Youtube,-0.19551749417538627,6,Trends,28,8258,1,24,29,73,6,4,Entertainment,Tablet,Android,19:25:00,8,2,Commuting,Mobile Data,19,-0.14024498532025237,-0.0227470106988592,0.012142664911141946,-0.009490633286463223,Evening,-0.15110779696825158,-0.023009715422842286,0.012069534161835233,-0.009535956337475289
564,-0.36957695521119555,Male,Germany,1.674010063200924,1,0,Students,Rural,Instagram,-0.898646359002144,15,Pranks,10,5612,6,15,37,28,7,3,Procrastination,Smartphone,Android,15:55:00,9,1,At Work,Mobile Data,15,-0.5784437850104887,0.10702605629145288,-0.32111340196052646,0.0634256758291054,Afternoon,-0.8638021415374295,0.10167719120148126,-0.38730117856834945,0.06149546683056722
565,0.8905129442252921,Male,India,-1.6268191228970492,0,1,Students,Rural,Instagram,-1.3395915793172293,18,Vlogs,22,5769,8,9,49,79,7,3,Procrastination,Smartphone,Macos,15:55:00,9,1,At Home,Mobile Data,15,-0.6513512158252728,0.8656844034907357,-0.2858108525037819,0.19390749214117545,Afternoon,-1.0536902125584637,0.6236279581589749,-0.3366074392659733,0.17723153470019443
566,-0.8884375020379846,Female,Vietnam,1.6001618607485724,1,0,Driver,Rural,Tiktok,-0.3385267548181166,18,Comedy,17,1777,7,10,36,66,3,7,Habit,Smartphone,Android,23:30:00,5,5,At School,Mobile Data,23,-0.5341965166539301,-0.501233990574834,-0.3874821949392062,-0.3817475798238395,Night,-0.7639914433587633,-0.6956182121951516,-0.49017726749875407,-0.4808584580291782
567,1.2611276205301414,Other,Brazil,-0.9309515576653874,0,1,Teacher,Rural,Facebook,0.7340427000023612,7,Jokes/Memes,26,7380,2,23,23,71,5,5,Habit,Smartphone,Android,15:55:00,7,3,At Home,Wi-Fi,15,0.05911912721810528,-0.29435696040822296,-0.2053210397424044,-0.2781296668701368,Afternoon,0.05743755058365093,-0.3486457789959273,-0.22981706946185415,-0.3259097502212044
568,-0.36957695521119555,Other,India,0.3789688690536359,1,0,Students,Rural,Youtube,-1.3515090177041233,15,Trends,3,2228,7,20,45,47,5,5,Boredom,Smartphone,Android,15:55:00,7,3,At School,Mobile Data,15,-0.6423006382068857,-0.04873849144549846,-0.24627199711222805,1.3260291336723715,Afternoon,-1.0280624169146908,-0.04996627153040983,-0.28272371493173537,0.8441625792426121
569,-0.8884375020379846,Male,India,-1.423863018554542,0,1,Manager,Rural,Facebook,-0.1359303022409153,18,Vlogs,7,9981,6,20,16,82,5,5,Boredom,Smartphone,Android,15:55:00,7,3,At Work,Mobile Data,15,-0.5103130479387422,0.08092192531305133,-0.544225514527152,-0.14381015007830006,Afternoon,-0.7139889653883741,0.07781431154649107,-0.7857571411992891,-0.1552631401398548
570,-1.110806307820894,Other,United States,0.12193328768694658,1,0,Students,Rural,Instagram,0.5076113706513714,18,Jokes/Memes,12,8804,5,4,48,86,1,9,Procrastination,Smartphone,Android,23:30:00,3,7,At Work,Wi-Fi,23,-0.43489156778551746,-0.18444105699857813,-0.29287136239513084,-0.6120096086098455,Night,-0.5707376508252422,-0.20388158117444338,-0.3465426811144506,-0.9467747041238727
571,-1.259052178342834,Male,India,-1.3680132079099268,0,1,Students,Rural,Facebook,1.3179971809601767,9,Life Hacks,8,9814,4,6,31,10,1,9,Habit,Smartphone,Windows,23:30:00,3,7,At Home,Mobile Data,23,0.025933675950686342,-0.2655799466580039,-0.1841395100683577,-0.604334207650312,Night,0.025603101336190304,-0.30867413429974616,-0.203511906855789,-0.9271853827742215
572,0.29752946213753323,Female,India,0.11948854125872946,1,1,Labor/Worker,Rural,Instagram,1.7112726477276854,2,Jokes/Memes,20,8888,1,4,34,33,1,9,Habit,Tablet,Android,23:30:00,3,7,At Home,Mobile Data,23,3.0023166877307825,-0.34063572380225865,1.730670772465466,-0.6388735119682127,Night,1.3868733653972536,-0.41647912603632303,1.0045472832163393,-1.0185269996592987
573,-0.7401916315160448,Male,Pakistan,-0.8314335177167561,0,1,Waiting Staff,Rural,Youtube,-0.9582335509366149,8,Jokes/Memes,12,6746,2,5,1,7,5,5,Procrastination,Smartphone,Macos,15:55:00,7,3,At Home,Wi-Fi,15,-0.48265850521589315,0.3238470296436378,-0.6529573668539251,-0.4239622851012739,Afternoon,-0.6590520910313159,0.2805419143170261,-1.0583076444897719,-0.5515821431750548
574,0.5198982679204428,Female,Japan,1.2925031679975942,1,1,Waiting Staff,Rural,Youtube,-1.6613624157633726,2,Gaming,3,6391,7,9,18,3,1,9,Boredom,Smartphone,Android,23:30:00,3,7,At Home,Wi-Fi,23,-0.555063126162989,4.804960598921091,0.6009891898496408,2.185674041140127,Night,-0.809822863424531,1.7587128276885928,0.4706216818678848,1.1586638965049958
575,-0.36957695521119555,Female,India,-1.3457575852530537,0,0,Cashier,Urban,Tiktok,-0.8867289206152498,11,Jokes/Memes,17,9429,3,12,40,14,4,6,Boredom,Smartphone,Macos,19:25:00,6,4,At School,Mobile Data,19,-0.5299226327785808,0.6048683941702442,-0.15589747050296204,-0.09392004384133204,Evening,-0.7548579867155522,0.47304175581829144,-0.1694813113176045,-0.09862772500236207
576,1.7058652320959606,Male,Germany,0.31903043076183,1,1,Students,Rural,Tiktok,-1.3991787712517003,7,Pranks,28,2406,5,23,43,44,1,9,Entertainment,Tablet,Android,23:30:00,3,7,At Work,Mobile Data,23,-0.5837232886212145,0.07551471418845493,0.19712802406448326,1.9016842056373864,Night,-0.876405068265819,0.07279935088585368,0.17992537496232042,1.0652913289808927
577,-0.5919457609941051,Female,India,-0.09687151763848541,1,0,Teacher,Rural,Facebook,0.4361067403300062,6,Life Hacks,9,8440,8,8,15,46,4,6,Habit,Smartphone,Windows,19:25:00,6,4,At School,Wi-Fi,19,0.0817455712640727,-0.18942838998660544,-0.3168770960257171,-0.5275801980549767,Evening,0.07857600606693561,-0.21001558882416654,-0.38108048834620356,-0.7498872777876164
578,-1.4072980488647737,Male,Philippines,1.3742335701409216,1,1,Waiting Staff,Rural,Youtube,-0.01675591837197331,10,Pranks,10,637,8,21,48,61,5,5,Habit,Smartphone,Android,15:55:00,7,3,At School,Mobile Data,15,-0.3287986857033145,-0.6056914782090815,0.007906358976332566,-0.15532325151760024,Afternoon,-0.39868616570131177,-0.9306216258773246,0.00787526749296534,-0.168801270989092
579,0.8163900089643223,Other,Mexico,1.5948930106877597,1,0,Labor/Worker,Rural,Youtube,1.0558135364485044,5,Vlogs,22,8090,6,5,49,36,5,5,Habit,Smartphone,Macos,15:55:00,7,3,At Work,Mobile Data,15,0.5008375959821587,-0.30398343475883016,0.7139573481112234,-0.6120096086098455,Afternoon,0.40602334958383246,-0.36238181829708327,0.5388049354501101,-0.9467747041238727
580,-0.8884375020379846,Male,Japan,-0.5524795200970858,0,1,Students,Rural,Tiktok,0.24542772613969904,11,Pranks,6,949,5,29,17,13,5,5,Entertainment,Smartphone,Windows,15:55:00,7,3,At Work,Mobile Data,15,-0.31270876993729313,-0.5926854969056017,-0.4510267839613464,-0.04402993760436404,Afternoon,-0.37499716092040863,-0.8981696570697487,-0.5997056254775605,-0.04502868190681225
581,0.07516065635462366,Male,Brazil,-0.8780523030548274,0,0,Driver,Rural,Instagram,-0.14784774062780948,1,Vlogs,25,3587,2,11,44,16,5,5,Boredom,Smartphone,Android,15:55:00,7,3,At Home,Mobile Data,15,2.788622493963312,-0.38490726488489124,5.543346113793875,-0.389422980783373,Afternoon,1.332002494970273,-0.48598223373805344,1.8784486728216956,-0.49335083578558625
582,-0.2213310846892558,Male,India,1.6923456614125523,1,1,Driver,Rural,Facebook,1.2345751122519175,2,Asmr,1,1111,9,23,10,80,1,9,Procrastination,Smartphone,Android,23:30:00,3,7,At School,Wi-Fi,23,2.4995068200426167,-0.6045649758914573,0.036148398541728216,-0.34720827550593863,Night,1.252622050007572,-0.9277687932394615,0.03551037541480408,-0.4264971523518372
583,0.8905129442252921,Other,Japan,0.5748014881139243,1,0,Teacher,Rural,Facebook,0.3526846716217468,1,Vlogs,22,8367,1,11,20,5,7,3,Boredom,Smartphone,Windows,07:45:00,9,1,At School,Mobile Data,7,3.8445232161084597,-0.17577723008303175,2.1543013659464,-0.45850158941917485,Morning,1.5778488330924483,-0.19331443377015817,1.1487670343713792,-0.6134151477608655
584,-0.07308521416731607,Female,India,-1.5745521302937868,0,1,Teacher,Rural,Tiktok,-0.9343986741628265,19,Life Hacks,12,722,2,13,6,89,1,9,Habit,Tablet,Macos,23:30:00,3,7,At School,Wi-Fi,23,-0.6093665918733109,-0.5479019093149581,-0.6247153272885294,-0.009490633286463223,Night,-0.9399857339188022,-0.7938561079042934,-0.9800704137724753,-0.009535956337475289
585,-0.5919457609941051,Male,United States,-0.7364677642206671,0,0,Cashier,Rural,Youtube,-1.327674140930335,2,Asmr,5,3842,1,14,8,38,5,5,Habit,Tablet,Windows,15:55:00,7,3,At Home,Mobile Data,15,-0.20309621878127307,0.3344566332896261,-0.10506179928524992,0.6505938492334205,Afternoon,-0.22702133367975696,0.288524192736159,-0.11100061257203302,0.501135131787231
586,1.1128817500082018,Female,Japan,1.3625156476056741,1,1,Labor/Worker,Rural,Tiktok,-1.1369951267400278,4,Vlogs,13,3674,4,28,45,50,7,3,Entertainment,Smartphone,Android,07:45:00,9,1,At Work,Mobile Data,7,-0.35393917908772277,0.02269199642203841,0.9187121349603415,1.2262489211984355,Morning,-0.4368616296123651,0.022438362869842344,0.6516541979360246,0.8003180710392186
587,1.557619361574021,Male,Vietnam,1.4469015501796512,1,0,Students,Urban,Tiktok,-0.14784774062780948,12,Gaming,27,4866,4,8,34,38,1,9,Habit,Smartphone,Ios,23:30:00,3,7,At Work,Mobile Data,23,-0.4147791730779907,-0.29068046648070395,-0.2702777307428143,-0.47001469085847514,Night,-0.5357660210606908,-0.3434491720030079,-0.3150912703026802,-0.6349059914210335
588,1.3352505557911114,Female,India,-1.3272533838394793,0,1,Labor/Worker,Rural,Tiktok,-0.3861965083656934,18,Gaming,15,702,5,25,32,56,5,5,Entertainment,Tablet,Macos,15:55:00,7,3,At Work,Wi-Fi,15,-0.5397274251984999,-0.5887734615843975,-0.41854843846114137,0.11331578206607329,Afternoon,-0.775936411073442,-0.8886110279752804,-0.5422276096523,0.10734275358492515
589,1.1128817500082018,Male,Brazil,-0.3265090786889484,1,0,Students,Rural,Tiktok,-0.8748114822283555,1,Comedy,22,2128,5,18,42,63,5,5,Habit,Smartphone,Android,15:55:00,7,3,At Work,Wi-Fi,15,1.255052397514407,-0.3697916519684061,5.2609257181399185,0.19390749214117545,Afternoon,0.8131732088329825,-0.461704803108181,1.8343280524762011,0.17723153470019443
590,-0.7401916315160448,Male,Vietnam,-0.4969669158563626,0,1,Waiting Staff,Urban,Instagram,-1.0059033044841916,1,Jokes/Memes,11,9118,8,19,4,48,1,9,Boredom,Tablet,Ios,23:30:00,3,7,At Home,Mobile Data,23,0.9785069702859159,0.7445034769048485,-0.10506179928524992,0.3973056175688139,Night,0.6823425048525094,0.5564699747094001,-0.11100061257203302,0.33454582339877725
591,0.5198982679204428,Female,India,-0.6892167168752983,0,0,Labor/Worker,Rural,Instagram,-0.4338662619132702,14,Vlogs,8,4233,3,12,44,90,1,9,Boredom,Tablet,Android,23:30:00,3,7,At Home,Wi-Fi,23,-0.49950263578344667,-0.2722263103319869,-0.2265025694164511,-0.2934804687892039,Night,-0.6921529465413215,-0.3177651449548939,-0.25683293077990005,-0.34740443221377476
592,-1.4072980488647737,Male,United States,-0.3844664293578887,1,1,Labor/Worker,Rural,Youtube,1.3537494961208594,4,Life Hacks,5,2517,6,12,39,59,5,5,Habit,Smartphone,Android,15:55:00,7,3,At Home,Mobile Data,15,0.9596516002476098,-0.5519163539377645,0.7068968382198744,-0.5199047970954431,Afternoon,0.6727667024664286,-0.8027753540349402,0.5346770074341435,-0.7337708553623623
593,0.8163900089643223,Other,United States,1.129506022516291,1,1,Cashier,Rural,Tiktok,0.3407672332348526,5,Asmr,2,1149,3,18,20,77,1,9,Entertainment,Tablet,Windows,23:30:00,3,7,At Work,Mobile Data,23,0.1991516753692594,-0.5838168513868508,-0.10506179928524992,-0.30883127070827093,Night,0.1816143696037451,-0.8766298545180503,-0.11100061257203302,-0.3693713037024392
594,-0.07308521416731607,Male,Brazil,1.3551814083210227,1,1,Labor/Worker,Rural,Instagram,0.23351028775280483,11,Gaming,12,1878,2,10,24,44,4,6,Boredom,Tablet,Android,19:25:00,6,4,At Home,Mobile Data,19,-0.3149714143418899,-0.5367188135799975,-0.3620643593303501,-0.47001469085847514,Evening,-0.3782947107028691,-0.7694210951543901,-0.44951787741908167,-0.6349059914210335
595,0.37165239739850314,Male,Mexico,-1.3985725382626408,0,1,Cashier,Rural,Youtube,1.7112726477276854,13,Gaming,28,9445,8,7,24,90,5,5,Entertainment,Tablet,Ios,15:55:00,7,3,At Work,Mobile Data,15,-0.13546829157721477,-0.3213008476597627,-0.4086637246132529,-0.6004965071705451,Afternoon,-0.14556729619390654,-0.38757732421937013,-0.5253704295054769,-0.9175327708116374
596,1.4093734910520812,Other,India,-0.8735421674027717,0,0,Labor/Worker,Urban,Tiktok,-0.8509766054545671,16,Entertainment,2,9675,1,28,26,55,4,6,Entertainment,Smartphone,Android,19:25:00,6,4,At Home,Mobile Data,19,-0.5802036195473973,0.5893329031171899,-0.44114207011345785,0.6505938492334205,Evening,-0.8679854937085186,0.4633143704052147,-0.5818599886000441,0.501135131787231
597,-0.9625604372989545,Male,United States,-0.5965271066054804,0,1,Teacher,Rural,Facebook,1.341832057733965,13,Jokes/Memes,26,309,9,18,25,55,1,9,Habit,Tablet,Android,23:30:00,3,7,At School,Wi-Fi,23,-0.19530266583210654,-0.6372028203120794,-0.3987790107653645,-0.43163768606080744,Night,-0.21728905466281026,-1.0139113345091866,-0.5087927094794761,-0.5649961869643171
598,-0.4436998904721654,Male,Brazil,0.9269714261786487,1,0,Labor/Worker,Rural,Instagram,-1.0416556196448743,2,Entertainment,16,3952,7,12,36,1,1,9,Boredom,Tablet,Android,23:30:00,3,7,At Work,Wi-Fi,23,0.09858970183162628,-0.016807271205931423,1.871880970292444,0.028886371511204472,Night,0.09402726798077846,-0.016950116207141163,1.0549672054428683,0.02847702462350181
599,1.7058652320959606,Male,Vietnam,-0.8002840761572311,0,1,Students,Rural,Youtube,-1.6613624157633726,16,Comedy,21,7728,4,14,7,8,4,6,Boredom,Tablet,Windows,19:25:00,6,4,At Work,Wi-Fi,19,-0.6870507164311325,5.94597431458236,-0.6077701035492921,3.7859951412028687,Evening,-1.1617141348971034,1.9381622564432281,-0.9359071405607912,1.5656939742752334
600,-0.8884375020379846,Female,United States,1.0282176489472266,1,0,Labor/Worker,Rural,Facebook,-1.387261332864806,6,Pranks,3,3049,3,15,10,4,1,9,Entertainment,Computer,Ios,22:15:00,3,7,At School,Wi-Fi,22,-0.5593370100383384,0.24294368137789726,-0.434081560222109,0.953772187134995,Night,-0.8194748907794852,0.21748250287611962,-0.5693053104946084,0.6697619588682084
601,-1.110806307820894,Female,Philippines,-1.034853280864615,0,1,Students,Rural,Tiktok,-0.19551749417538627,14,Jokes/Memes,10,5766,6,16,47,85,7,3,Entertainment,Tablet,Android,09:55:00,9,1,At Home,Mobile Data,9,-0.46355173024374285,-0.21178434052636644,-0.19543632589451596,-0.23591496159270242,Morning,-0.6227851432634105,-0.23798354703260238,-0.21745516825411662,-0.269076189193926
602,-1.0366833725599243,Male,United States,1.3332629920680417,1,0,Cashier,Rural,Tiktok,-1.0654904964186627,1,Life Hacks,19,9756,9,2,12,86,7,3,Boredom,Computer,Ios,09:55:00,9,1,At Home,Mobile Data,9,0.8528045033638746,0.9622768567619339,1.0246197833305752,-0.569794903332411,Morning,0.6167004389656245,0.6741054606488885,0.7053819216109048,-0.8434932150136896
603,1.483496426313051,Male,United States,0.8419954123978606,1,1,Students,Urban,Tiktok,0.6625380696809959,17,Life Hacks,8,9692,9,18,1,53,1,9,Habit,Smartphone,Android,22:15:00,3,7,At Home,Mobile Data,22,-0.3996948770473458,-0.16969411756786087,-0.6614299787235438,-0.3587213769452389,Night,-0.510317214773324,-0.1859611130323485,-1.083024350484341,-0.44429124715062224
604,-0.5178228257331352,Male,Vietnam,-0.12431168875519823,1,0,Waiting Staff,Urban,Instagram,0.543363685812054,11,Vlogs,7,6412,4,12,25,58,5,5,Procrastination,Tablet,Android,16:25:00,7,3,At School,Mobile Data,16,-0.25563984995468636,-0.3158629137446857,-0.3493554415259221,-0.45850158941917485,Afternoon,-0.29523028863285916,-0.37959696293877015,-0.4297917790094692,-0.6134151477608655
605,1.038758814747232,Female,Indonesia,0.11535776281105227,1,1,Waiting Staff,Rural,Youtube,0.5195288090382656,19,Trends,1,4865,5,16,16,37,1,9,Entertainment,Smartphone,Android,22:15:00,3,7,At Work,Mobile Data,22,-0.4479646243454097,-0.3936837420322001,-0.5512860244185008,-0.3779098793440727,Night,-0.5941431484277032,-0.5003535512090461,-0.8013696196577519,-0.4746703082239321
606,-1.259052178342834,Male,Brazil,-0.4977256302651196,0,0,Waiting Staff,Rural,Facebook,0.7340427000023612,3,Gaming,12,15,9,13,5,49,5,5,Habit,Smartphone,Android,16:25:00,7,3,At Home,Mobile Data,16,1.079068943823549,-0.6484678434883219,-0.434081560222109,-0.45850158941917485,Afternoon,0.7319201703383176,-1.0454540882410337,-0.5693053104946084,-0.6134151477608655
607,1.6317422968349908,Female,India,-1.5295772261746892,0,1,Artist,Rural,Youtube,-1.566022908668219,11,Entertainment,29,605,2,20,19,67,5,5,Entertainment,Smartphone,Android,16:25:00,7,3,At Home,Mobile Data,16,-0.6601503885098156,-0.33939657125287204,-0.4256089483524903,3.1450991610818186,Afternoon,-1.0792520783704156,-0.41460157568601425,-0.5544448399775663,1.4219267113606524
