UserID,Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video Category,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Watch Time,Self Control,Addiction Level,CurrentActivity,ConnectionType,Watch Hour,Time per Session,Engagement Efficiency,Videos per Session,Video Consumption Ratio,Time of Day
501,50,Male,United States,39539,0,0,Driver,Urban,Tiktok,253,14,Vlogs,27,9285,4,19,13,45,2,8,Habit,Tablet,Ios,23:30:00,4,6,At Home,Wi-Fi,23,18.07,36.7,0.93,0.075,Night
502,60,Other,United States,80058,1,1,Students,Rural,Facebook,185,12,Vlogs,21,2945,1,18,42,74,9,1,Entertainment,Tablet,Ios,07:45:00,10,0,At Home,Mobile Data,7,15.42,15.919,3.5,0.097,Morning
503,54,Male,Pakistan,82068,1,0,Students,Urban,Instagram,247,12,Jokes/Memes,20,6765,2,13,45,72,7,3,Entertainment,Tablet,Android,15:55:00,9,1,At Home,Mobile Data,15,20.58,27.389,3.75,0.053,Afternoon
504,29,Male,Vietnam,97313,1,1,Students,Rural,Instagram,68,11,Life Hacks,19,2474,8,14,17,91,9,1,Boredom,Smartphone,Windows,07:45:00,10,0,At Home,Mobile Data,7,6.18,36.382,1.55,0.206,Morning
505,20,Female,India,50373,1,0,Waiting Staff,Urban,Facebook,108,17,Asmr,8,6787,6,24,7,10,6,4,Boredom,Smartphone,Ios,19:25:00,8,2,Commuting,Wi-Fi,19,6.35,62.843,0.41,0.222,Evening
506,18,Male,Pakistan,53154,1,1,Manager,Rural,Facebook,11,8,Jokes/Memes,14,8792,9,16,28,14,6,4,Entertainment,Computer,Ios,19:25:00,8,2,At School,Mobile Data,19,1.38,799.273,3.5,1.455,Evening
507,50,Male,Indonesia,26031,0,0,Labor/Worker,Rural,Youtube,252,17,Jokes/Memes,10,9352,2,18,38,46,7,3,Entertainment,Tablet,Android,15:55:00,9,1,At Work,Mobile Data,15,14.82,37.111,2.24,0.071,Afternoon
508,57,Female,India,91975,1,1,Students,Rural,Youtube,220,11,Comedy,3,4599,3,26,13,75,7,3,Habit,Smartphone,Android,15:55:00,9,1,At Home,Wi-Fi,15,20.0,20.905,1.18,0.118,Afternoon
509,27,Female,Philippines,42785,0,1,Labor/Worker,Rural,Tiktok,132,2,Vlogs,6,6274,9,18,17,6,6,4,Entertainment,Smartphone,Android,19:25:00,8,2,At Work,Mobile Data,19,66.0,47.53,8.5,0.136,Evening
510,60,Other,India,98928,1,1,Labor/Worker,Rural,Tiktok,238,10,Pranks,29,4313,9,16,15,21,2,8,Procrastination,Smartphone,Macos,23:30:00,4,6,At Work,Mobile Data,23,23.8,18.122,1.5,0.067,Night
511,61,Female,Mexico,48669,0,1,Labor/Worker,Rural,Tiktok,91,10,Jokes/Memes,15,2218,6,17,36,62,2,8,Habit,Smartphone,Android,23:30:00,4,6,Commuting,Mobile Data,23,9.1,24.374,3.6,0.187,Night
512,46,Male,Pakistan,22282,0,0,Students,Urban,Tiktok,153,11,Gaming,23,1152,3,7,28,97,6,4,Boredom,Smartphone,Android,19:25:00,8,2,At School,Wi-Fi,19,13.91,7.529,2.55,0.046,Evening
513,30,Female,Indonesia,54624,1,1,Engineer,Rural,Youtube,149,6,Asmr,23,56,5,12,15,19,9,1,Entertainment,Smartphone,Ios,07:45:00,10,0,At Work,Wi-Fi,7,24.83,0.376,2.5,0.081,Morning
514,29,Female,India,68438,1,0,Labor/Worker,Urban,Instagram,38,4,Vlogs,18,9396,2,2,46,88,2,8,Entertainment,Smartphone,Ios,23:30:00,4,6,At Home,Mobile Data,23,9.5,247.263,11.5,0.053,Night
515,48,Other,Brazil,87534,1,1,Labor/Worker,Rural,Tiktok,279,12,Comedy,14,143,7,10,11,82,6,4,Boredom,Smartphone,Android,19:25:00,8,2,At Work,Mobile Data,19,23.25,0.513,0.92,0.036,Evening
516,63,Male,United States,51705,1,0,Students,Rural,Instagram,256,11,Entertainment,19,7218,8,5,31,99,7,3,Procrastination,Smartphone,Windows,15:55:00,9,1,At Home,Mobile Data,15,23.27,28.195,2.82,0.02,Afternoon
517,19,Male,Japan,58244,1,1,Waiting Staff,Urban,Tiktok,21,13,Vlogs,28,8559,6,21,4,62,6,4,Habit,Smartphone,Android,19:25:00,8,2,At School,Mobile Data,19,1.62,407.571,0.31,1.0,Evening
518,52,Male,United States,94964,1,0,Waiting Staff,Urban,Facebook,115,5,Trends,26,9674,8,3,35,83,9,1,Entertainment,Smartphone,Android,07:45:00,10,0,At Work,Mobile Data,7,23.0,84.122,7.0,0.026,Morning
519,40,Female,India,57437,1,1,Students,Rural,Tiktok,41,6,Gaming,10,6361,2,19,34,53,9,1,Boredom,Tablet,Windows,07:45:00,10,0,At Home,Mobile Data,7,6.83,155.146,5.67,0.463,Morning
520,34,Male,India,97872,1,0,Students,Urban,Tiktok,83,1,Life Hacks,15,615,3,13,27,24,6,4,Boredom,Tablet,Windows,19:25:00,8,2,At Work,Wi-Fi,19,83.0,7.41,27.0,0.157,Evening
521,43,Male,Germany,94878,1,1,Engineer,Rural,Tiktok,180,6,Vlogs,4,8062,7,12,10,56,2,8,Entertainment,Smartphone,Android,23:30:00,4,6,At School,Mobile Data,23,30.0,44.789,1.67,0.067,Night
522,25,Other,India,92982,1,0,Labor/Worker,Rural,Youtube,78,18,Life Hacks,23,5977,1,3,30,62,7,3,Entertainment,Smartphone,Android,15:55:00,9,1,At School,Wi-Fi,15,4.33,76.628,1.67,0.038,Afternoon
523,46,Female,India,70583,1,1,Waiting Staff,Urban,Facebook,146,9,Trends,2,9780,7,6,45,34,6,4,Habit,Computer,Windows,19:25:00,8,2,At School,Mobile Data,19,16.22,66.986,5.0,0.041,Evening
524,43,Male,India,58392,1,0,Teacher,Rural,Tiktok,109,15,Jokes/Memes,3,6984,6,14,20,22,7,3,Entertainment,Smartphone,Android,15:55:00,9,1,At School,Mobile Data,15,7.27,64.073,1.33,0.128,Afternoon
525,27,Other,United States,27461,0,1,Artist,Urban,Tiktok,155,8,Jokes/Memes,7,8890,8,4,29,68,6,4,Habit,Smartphone,Ios,19:25:00,8,2,At Home,Mobile Data,19,19.38,57.355,3.62,0.026,Evening
526,43,Male,India,30516,0,0,Waiting Staff,Rural,Instagram,18,19,Life Hacks,23,4971,7,13,29,57,9,1,Boredom,Smartphone,Ios,07:45:00,10,0,At Home,Mobile Data,7,0.95,276.167,1.53,0.722,Morning
527,51,Male,Pakistan,99285,1,1,Students,Rural,Facebook,71,16,Life Hacks,16,5781,4,19,23,10,6,4,Procrastination,Smartphone,Ios,19:25:00,8,2,At Work,Mobile Data,19,4.44,81.423,1.44,0.268,Evening
528,58,Other,Japan,37514,0,0,Engineer,Rural,Tiktok,194,6,Trends,10,944,3,18,21,66,7,3,Habit,Smartphone,Ios,15:55:00,9,1,At Work,Wi-Fi,15,32.33,4.866,3.5,0.093,Afternoon
529,24,Male,India,56268,1,1,Artist,Urban,Instagram,38,6,Comedy,19,9114,3,29,48,8,2,8,Habit,Computer,Android,23:30:00,4,6,At School,Mobile Data,23,6.33,239.842,8.0,0.763,Night
530,21,Female,Japan,56788,1,1,Waiting Staff,Rural,Instagram,123,3,Gaming,28,7078,4,3,43,97,2,8,Boredom,Smartphone,Macos,23:30:00,4,6,At Work,Wi-Fi,23,41.0,57.545,14.33,0.024,Night
531,62,Male,Philippines,95749,1,1,Artist,Rural,Youtube,152,10,Entertainment,17,1746,9,20,10,38,2,8,Procrastination,Tablet,Android,23:30:00,4,6,At School,Wi-Fi,23,15.2,11.487,1.0,0.132,Night
532,28,Female,Indonesia,81049,1,1,Cashier,Rural,Instagram,129,1,Pranks,28,5783,9,6,41,62,7,3,Procrastination,Smartphone,Android,15:55:00,9,1,At Home,Mobile Data,15,129.0,44.829,41.0,0.047,Afternoon
533,46,Male,India,82493,1,0,Labor/Worker,Rural,Tiktok,179,14,Jokes/Memes,19,9751,2,16,12,28,2,8,Entertainment,Smartphone,Windows,23:30:00,4,6,At Work,Mobile Data,23,12.79,54.475,0.86,0.089,Night
534,53,Female,United States,56027,1,1,Students,Rural,Youtube,166,4,Vlogs,5,6907,5,20,30,10,2,8,Entertainment,Smartphone,Android,23:30:00,4,6,At Home,Mobile Data,23,41.5,41.608,7.5,0.12,Night
535,42,Other,India,62849,1,0,Cashier,Rural,Youtube,269,12,Gaming,23,9275,1,24,33,45,2,8,Habit,Computer,Android,23:30:00,4,6,At Home,Wi-Fi,23,22.42,34.48,2.75,0.089,Night
536,38,Male,Indonesia,37858,0,1,Manager,Rural,Tiktok,91,6,Life Hacks,20,8625,4,3,18,65,2,8,Entertainment,Tablet,Android,23:30:00,4,6,At School,Mobile Data,23,15.17,94.78,3.0,0.033,Night
537,53,Female,Philippines,99003,1,0,Driver,Rural,Facebook,251,11,Trends,13,2926,2,12,14,98,7,3,Procrastination,Smartphone,Android,15:55:00,9,1,At School,Mobile Data,15,22.82,11.657,1.27,0.048,Afternoon
538,27,Male,United States,72395,1,1,Driver,Rural,Instagram,181,12,Asmr,13,1089,8,19,22,67,2,8,Boredom,Smartphone,Android,23:30:00,4,6,At Home,Mobile Data,23,15.08,6.017,1.83,0.105,Night
539,54,Male,India,59758,1,0,Students,Rural,Youtube,240,10,Life Hacks,11,2957,4,19,21,9,7,3,Boredom,Tablet,Android,15:55:00,9,1,At Work,Mobile Data,15,24.0,12.321,2.1,0.079,Afternoon
540,26,Other,India,74312,1,1,Artist,Rural,Facebook,217,18,Gaming,11,2612,5,24,1,5,7,3,Boredom,Tablet,Macos,15:55:00,9,1,At School,Mobile Data,15,12.06,12.037,0.06,0.111,Afternoon
541,41,Male,Japan,88670,1,0,Students,Urban,Tiktok,84,7,Trends,16,6047,4,4,49,10,7,3,Habit,Computer,Android,15:55:00,9,1,Commuting,Wi-Fi,15,12.0,71.988,7.0,0.048,Afternoon
542,52,Male,Indonesia,35434,0,1,Waiting Staff,Rural,Instagram,279,7,Trends,15,6249,5,1,43,12,2,8,Habit,Computer,Android,23:30:00,4,6,At Work,Mobile Data,23,39.86,22.398,6.14,0.004,Night
543,52,Male,Japan,84047,1,0,Waiting Staff,Urban,Instagram,123,11,Trends,17,3759,5,2,15,82,2,8,Boredom,Tablet,Ios,23:30:00,4,6,At School,Wi-Fi,23,11.18,30.561,1.36,0.016,Night
544,53,Other,Philippines,67775,1,1,Students,Rural,Youtube,71,4,Jokes/Memes,22,7718,5,13,36,58,2,8,Habit,Smartphone,Ios,23:30:00,4,6,At Home,Mobile Data,23,17.75,108.704,9.0,0.183,Night
545,35,Other,United States,95769,1,0,Manager,Rural,Instagram,111,1,Pranks,18,4263,3,26,47,21,6,4,Habit,Smartphone,Windows,19:25:00,8,2,Commuting,Mobile Data,19,111.0,38.405,47.0,0.234,Evening
546,56,Female,India,86677,1,1,Labor/Worker,Rural,Instagram,219,13,Jokes/Memes,28,1902,7,29,22,21,6,4,Habit,Tablet,Windows,19:25:00,8,2,At Home,Mobile Data,19,16.85,8.685,1.69,0.132,Evening
547,49,Female,Mexico,65734,1,0,Waiting Staff,Urban,Instagram,264,18,Comedy,19,2567,3,13,32,65,7,3,Habit,Tablet,Macos,15:55:00,9,1,At School,Mobile Data,15,14.67,9.723,1.78,0.049,Afternoon
548,41,Female,United States,60603,1,1,Students,Rural,Instagram,29,9,Asmr,4,8075,2,2,46,3,7,3,Boredom,Tablet,Android,15:55:00,9,1,At School,Mobile Data,15,3.22,278.448,5.11,0.069,Afternoon
549,40,Other,India,96708,1,0,Manager,Rural,Tiktok,67,9,Life Hacks,22,2994,3,19,33,69,7,3,Boredom,Smartphone,Android,15:55:00,9,1,At School,Mobile Data,15,7.44,44.687,3.67,0.284,Afternoon
550,49,Male,United States,88803,1,1,Cashier,Urban,Facebook,121,9,Vlogs,22,5229,3,22,41,89,3,7,Habit,Smartphone,Windows,23:30:00,5,5,At Home,Wi-Fi,23,13.44,43.215,4.56,0.182,Night
551,54,Male,Japan,59332,1,1,Driver,Rural,Tiktok,205,10,Vlogs,23,2010,8,24,39,64,3,7,Procrastination,Tablet,Android,23:30:00,5,5,At School,Wi-Fi,23,20.5,9.805,3.9,0.117,Night
552,29,Male,United States,41312,0,1,Labor/Worker,Rural,Tiktok,101,2,Asmr,5,7377,4,16,23,49,6,4,Boredom,Tablet,Ios,19:25:00,8,2,At Home,Wi-Fi,19,50.5,73.04,11.5,0.158,Evening
553,30,Male,Philippines,64179,1,1,Engineer,Rural,Youtube,61,6,Comedy,7,830,3,12,43,72,3,7,Entertainment,Computer,Ios,23:30:00,5,5,At Home,Mobile Data,23,10.17,13.607,7.17,0.197,Night
554,40,Other,Vietnam,91442,1,0,Teacher,Rural,Instagram,17,15,Gaming,2,48,5,1,2,17,7,3,Procrastination,Tablet,Ios,15:55:00,9,1,At Home,Wi-Fi,15,1.13,2.824,0.13,0.059,Afternoon
555,42,Male,Vietnam,60379,1,1,Students,Rural,Tiktok,107,3,Entertainment,1,4210,4,9,2,73,6,4,Boredom,Tablet,Android,19:25:00,8,2,At Home,Mobile Data,19,35.67,39.346,0.67,0.084,Evening
556,52,Male,Vietnam,37297,0,0,Cashier,Urban,Instagram,245,11,Jokes/Memes,12,1178,9,17,38,32,7,3,Habit,Tablet,Macos,15:55:00,9,1,At Work,Mobile Data,15,22.27,4.808,3.45,0.069,Afternoon
557,58,Male,Philippines,22011,0,1,Manager,Urban,Tiktok,78,6,Jokes/Memes,10,5768,8,10,29,70,7,3,Entertainment,Smartphone,Ios,15:55:00,9,1,At Work,Mobile Data,15,13.0,73.949,4.83,0.128,Afternoon
558,47,Female,United States,64014,1,0,Labor/Worker,Rural,Tiktok,54,3,Entertainment,8,7878,7,18,46,21,7,3,Habit,Smartphone,Android,15:55:00,9,1,Commuting,Mobile Data,15,18.0,145.889,15.33,0.333,Afternoon
559,34,Female,India,31738,0,1,Students,Urban,Youtube,146,11,Pranks,1,70,8,19,3,7,7,3,Boredom,Smartphone,Android,15:55:00,9,1,At School,Mobile Data,15,13.27,0.479,0.27,0.13,Afternoon
560,37,Male,Philippines,67498,1,0,Cashier,Urban,Facebook,243,15,Pranks,12,7686,5,7,39,7,9,1,Habit,Computer,Android,07:45:00,10,0,At Work,Mobile Data,7,16.2,31.63,2.6,0.029,Morning
561,42,Female,Vietnam,31120,0,1,Waiting Staff,Rural,Facebook,41,13,Pranks,2,7879,4,25,7,27,3,7,Habit,Smartphone,Android,23:30:00,5,5,At Work,Wi-Fi,23,3.15,192.171,0.54,0.61,Night
562,39,Male,Indonesia,28767,0,0,Waiting Staff,Rural,Tiktok,298,10,Gaming,27,5455,7,19,36,8,3,7,Habit,Smartphone,Android,23:30:00,5,5,At Home,Wi-Fi,23,29.8,18.305,3.6,0.064,Night
563,30,Male,Philippines,42852,0,1,Driver,Rural,Youtube,135,6,Trends,28,8258,1,24,29,73,6,4,Entertainment,Tablet,Android,19:25:00,8,2,Commuting,Mobile Data,19,22.5,61.17,4.83,0.178,Evening
564,36,Male,Germany,99239,1,0,Students,Rural,Instagram,76,15,Pranks,10,5612,6,15,37,28,7,3,Procrastination,Smartphone,Android,15:55:00,9,1,At Work,Mobile Data,15,5.07,73.842,2.47,0.197,Afternoon
565,53,Male,India,20929,0,1,Students,Rural,Instagram,39,18,Vlogs,22,5769,8,9,49,79,7,3,Procrastination,Smartphone,Macos,15:55:00,9,1,At Home,Mobile Data,15,2.17,147.923,2.72,0.231,Afternoon
566,29,Female,Vietnam,97487,1,0,Driver,Rural,Tiktok,123,18,Comedy,17,1777,7,10,36,66,3,7,Habit,Smartphone,Android,23:30:00,5,5,At School,Mobile Data,23,6.83,14.447,2.0,0.081,Night
567,58,Other,Brazil,37438,0,1,Teacher,Rural,Facebook,213,7,Jokes/Memes,26,7380,2,23,23,71,5,5,Habit,Smartphone,Android,15:55:00,7,3,At Home,Wi-Fi,15,30.43,34.648,3.29,0.108,Afternoon
568,36,Other,India,68515,1,0,Students,Rural,Youtube,38,15,Trends,3,2228,7,20,45,47,5,5,Boredom,Smartphone,Android,15:55:00,7,3,At School,Mobile Data,15,2.53,58.632,3.0,0.526,Afternoon
569,29,Male,India,25744,0,1,Manager,Rural,Facebook,140,18,Vlogs,7,9981,6,20,16,82,5,5,Boredom,Smartphone,Android,15:55:00,7,3,At Work,Mobile Data,15,7.78,71.293,0.89,0.143,Afternoon
570,26,Other,United States,62417,1,0,Students,Rural,Instagram,194,18,Jokes/Memes,12,8804,5,4,48,86,1,9,Procrastination,Smartphone,Android,23:30:00,3,7,At Work,Wi-Fi,23,10.78,45.381,2.67,0.021,Night
571,24,Male,India,27069,0,1,Students,Rural,Facebook,262,9,Life Hacks,8,9814,4,6,31,10,1,9,Habit,Smartphone,Windows,23:30:00,3,7,At Home,Mobile Data,23,29.11,37.458,3.44,0.023,Night
572,45,Female,India,62359,1,1,Labor/Worker,Rural,Instagram,295,2,Jokes/Memes,20,8888,1,4,34,33,1,9,Habit,Tablet,Android,23:30:00,3,7,At Home,Mobile Data,23,147.5,30.129,17.0,0.014,Night
573,31,Male,Pakistan,39799,0,1,Waiting Staff,Rural,Youtube,71,8,Jokes/Memes,12,6746,2,5,1,7,5,5,Procrastination,Smartphone,Macos,15:55:00,7,3,At Home,Wi-Fi,15,8.88,95.014,0.12,0.07,Afternoon
574,48,Female,Japan,90188,1,1,Waiting Staff,Rural,Youtube,12,2,Gaming,3,6391,7,9,18,3,1,9,Boredom,Smartphone,Android,23:30:00,3,7,At Home,Wi-Fi,23,6.0,532.583,9.0,0.75,Night
575,36,Female,India,27597,0,0,Cashier,Urban,Tiktok,77,11,Jokes/Memes,17,9429,3,12,40,14,4,6,Boredom,Smartphone,Macos,19:25:00,6,4,At School,Mobile Data,19,7.0,122.455,3.64,0.156,Evening
576,64,Male,Germany,67093,1,1,Students,Rural,Tiktok,34,7,Pranks,28,2406,5,23,43,44,1,9,Entertainment,Tablet,Android,23:30:00,3,7,At Work,Mobile Data,23,4.86,70.765,6.14,0.676,Night
577,33,Female,India,57226,1,0,Teacher,Rural,Facebook,188,6,Life Hacks,9,8440,8,8,15,46,4,6,Habit,Smartphone,Windows,19:25:00,6,4,At School,Wi-Fi,19,31.33,44.894,2.5,0.043,Evening
578,22,Male,Philippines,92127,1,1,Waiting Staff,Rural,Youtube,150,10,Pranks,10,637,8,21,48,61,5,5,Habit,Smartphone,Android,15:55:00,7,3,At School,Mobile Data,15,15.0,4.247,4.8,0.14,Afternoon
579,52,Other,Mexico,97362,1,0,Labor/Worker,Rural,Youtube,240,5,Vlogs,22,8090,6,5,49,36,5,5,Habit,Smartphone,Macos,15:55:00,7,3,At Work,Mobile Data,15,48.0,33.708,9.8,0.021,Afternoon
580,29,Male,Japan,46417,0,1,Students,Rural,Tiktok,172,11,Pranks,6,949,5,29,17,13,5,5,Entertainment,Smartphone,Windows,15:55:00,7,3,At Work,Mobile Data,15,15.64,5.517,1.55,0.169,Afternoon
581,42,Male,Brazil,38693,0,0,Driver,Rural,Instagram,139,1,Vlogs,25,3587,2,11,44,16,5,5,Boredom,Smartphone,Android,15:55:00,7,3,At Home,Mobile Data,15,139.0,25.806,44.0,0.079,Afternoon
582,38,Male,India,99674,1,1,Driver,Rural,Facebook,255,2,Asmr,1,1111,9,23,10,80,1,9,Procrastination,Smartphone,Android,23:30:00,3,7,At School,Wi-Fi,23,127.5,4.357,5.0,0.09,Night
583,53,Other,Japan,73161,1,0,Teacher,Rural,Facebook,181,1,Vlogs,22,8367,1,11,20,5,7,3,Boredom,Smartphone,Windows,07:45:00,9,1,At School,Mobile Data,7,181.0,46.227,20.0,0.061,Morning
584,40,Female,India,22169,0,1,Teacher,Rural,Tiktok,73,19,Life Hacks,12,722,2,13,6,89,1,9,Habit,Tablet,Macos,23:30:00,3,7,At School,Wi-Fi,23,3.84,9.89,0.32,0.178,Night
585,33,Male,United States,42052,0,0,Cashier,Rural,Youtube,40,2,Asmr,5,3842,1,14,8,38,5,5,Habit,Tablet,Windows,15:55:00,7,3,At Home,Mobile Data,15,20.0,96.05,4.0,0.35,Afternoon
586,56,Female,Japan,91849,1,1,Labor/Worker,Rural,Tiktok,56,4,Vlogs,13,3674,4,28,45,50,7,3,Entertainment,Smartphone,Android,07:45:00,9,1,At Work,Mobile Data,7,14.0,65.607,11.25,0.5,Morning
587,62,Male,Vietnam,93851,1,0,Students,Urban,Tiktok,139,12,Gaming,27,4866,4,8,34,38,1,9,Habit,Smartphone,Ios,23:30:00,3,7,At Work,Mobile Data,23,11.58,35.007,2.83,0.058,Night
588,59,Female,India,28036,0,1,Labor/Worker,Rural,Tiktok,119,18,Gaming,15,702,5,25,32,56,5,5,Entertainment,Tablet,Macos,15:55:00,7,3,At Work,Wi-Fi,15,6.61,5.899,1.78,0.21,Afternoon
589,56,Male,Brazil,51778,1,0,Students,Rural,Tiktok,78,1,Comedy,22,2128,5,18,42,63,5,5,Habit,Smartphone,Android,15:55:00,7,3,At Work,Wi-Fi,15,78.0,27.282,42.0,0.231,Afternoon
590,31,Male,Vietnam,47734,0,1,Waiting Staff,Urban,Instagram,67,1,Jokes/Memes,11,9118,8,19,4,48,1,9,Boredom,Tablet,Ios,23:30:00,3,7,At Home,Mobile Data,23,67.0,136.09,4.0,0.284,Night
591,48,Female,India,43173,0,0,Labor/Worker,Rural,Instagram,115,14,Vlogs,8,4233,3,12,44,90,1,9,Boredom,Tablet,Android,23:30:00,3,7,At Home,Wi-Fi,23,8.21,36.809,3.14,0.104,Night
592,22,Male,United States,50403,1,1,Labor/Worker,Rural,Youtube,265,4,Life Hacks,5,2517,6,12,39,59,5,5,Habit,Smartphone,Android,15:55:00,7,3,At Home,Mobile Data,15,66.25,9.498,9.75,0.045,Afternoon
593,52,Other,United States,86321,1,1,Cashier,Rural,Tiktok,180,5,Asmr,2,1149,3,18,20,77,1,9,Entertainment,Tablet,Windows,23:30:00,3,7,At Work,Mobile Data,23,36.0,6.383,4.0,0.1,Night
594,40,Male,Brazil,91675,1,1,Labor/Worker,Rural,Instagram,171,11,Gaming,12,1878,2,10,24,44,4,6,Boredom,Tablet,Android,19:25:00,6,4,At Home,Mobile Data,19,15.55,10.982,2.18,0.058,Evening
595,46,Male,Mexico,26344,0,1,Cashier,Rural,Youtube,295,13,Gaming,28,9445,8,7,24,90,5,5,Entertainment,Tablet,Ios,15:55:00,7,3,At Work,Mobile Data,15,22.69,32.017,1.85,0.024,Afternoon
596,60,Other,India,38800,0,0,Labor/Worker,Urban,Tiktok,80,16,Entertainment,2,9675,1,28,26,55,4,6,Entertainment,Smartphone,Android,19:25:00,6,4,At Home,Mobile Data,19,5.0,120.938,1.62,0.35,Evening
597,28,Male,United States,45372,0,1,Teacher,Rural,Facebook,264,13,Jokes/Memes,26,309,9,18,25,55,1,9,Habit,Tablet,Android,23:30:00,3,7,At School,Wi-Fi,23,20.31,1.17,1.92,0.068,Night
598,35,Male,Brazil,81516,1,0,Labor/Worker,Rural,Instagram,64,2,Entertainment,16,3952,7,12,36,1,1,9,Boredom,Tablet,Android,23:30:00,3,7,At Work,Wi-Fi,23,32.0,61.75,18.0,0.188,Night
599,64,Male,Vietnam,40538,0,1,Students,Rural,Youtube,12,16,Comedy,21,7728,4,14,7,8,4,6,Boredom,Tablet,Windows,19:25:00,6,4,At Work,Wi-Fi,19,0.75,644.0,0.44,1.167,Evening
600,29,Female,United States,83918,1,0,Labor/Worker,Rural,Facebook,35,6,Pranks,3,3049,3,15,10,4,1,9,Entertainment,Computer,Ios,22:15:00,3,7,At School,Wi-Fi,22,5.83,87.114,1.67,0.429,Night
601,26,Female,Philippines,34973,0,1,Students,Rural,Tiktok,135,14,Jokes/Memes,10,5766,6,16,47,85,7,3,Entertainment,Tablet,Android,09:55:00,9,1,At Home,Mobile Data,9,9.64,42.711,3.36,0.119,Morning
602,27,Male,United States,91155,1,0,Cashier,Rural,Tiktok,62,1,Life Hacks,19,9756,9,2,12,86,7,3,Boredom,Computer,Ios,09:55:00,9,1,At Home,Mobile Data,9,62.0,157.355,12.0,0.032,Morning
603,61,Male,United States,79500,1,1,Students,Urban,Tiktok,207,17,Life Hacks,8,9692,9,18,1,53,1,9,Habit,Smartphone,Android,22:15:00,3,7,At Home,Mobile Data,22,12.18,46.821,0.06,0.087,Night
604,34,Male,Vietnam,56575,1,0,Waiting Staff,Urban,Instagram,197,11,Vlogs,7,6412,4,12,25,58,5,5,Procrastination,Tablet,Android,16:25:00,7,3,At School,Mobile Data,16,17.91,32.548,2.27,0.061,Afternoon
605,55,Female,Indonesia,62261,1,1,Waiting Staff,Rural,Youtube,195,19,Trends,1,4865,5,16,16,37,1,9,Entertainment,Smartphone,Android,22:15:00,3,7,At Work,Mobile Data,22,10.26,24.949,0.84,0.082,Night
606,24,Male,Brazil,47716,0,0,Waiting Staff,Rural,Facebook,213,3,Gaming,12,15,9,13,5,49,5,5,Habit,Smartphone,Android,16:25:00,7,3,At Home,Mobile Data,16,71.0,0.07,1.67,0.061,Afternoon
607,63,Female,India,23236,0,1,Artist,Rural,Youtube,20,11,Entertainment,29,605,2,20,19,67,5,5,Entertainment,Smartphone,Android,16:25:00,7,3,At Home,Mobile Data,16,1.82,30.25,1.73,1.0,Afternoon
608,30,Female,United States,35848,0,0,Driver,Rural,Instagram,155,5,Asmr,28,9573,2,17,4,19,7,3,Entertainment,Smartphone,Android,09:55:00,9,1,At Work,Wi-Fi,9,31.0,61.761,0.8,0.11,Morning
609,57,Other,United States,22352,0,1,Students,Rural,Youtube,94,17,Life Hacks,5,4908,5,18,6,1,1,9,Entertainment,Smartphone,Android,22:15:00,3,7,At School,Mobile Data,22,5.53,52.213,0.35,0.191,Night
610,59,Male,Philippines,21932,0,0,Waiting Staff,Rural,Instagram,109,7,Jokes/Memes,16,8006,1,3,26,29,1,9,Boredom,Smartphone,Ios,22:15:00,3,7,At Work,Mobile Data,22,15.57,73.45,3.71,0.028,Night
611,26,Male,India,96449,1,1,Cashier,Rural,Tiktok,113,10,Life Hacks,25,9086,8,23,49,87,5,5,Boredom,Smartphone,Ios,16:25:00,7,3,At School,Mobile Data,16,11.3,80.407,4.9,0.204,Afternoon
612,44,Male,Brazil,28556,0,0,Driver,Rural,Facebook,55,11,Life Hacks,4,9759,5,10,39,33,4,6,Habit,Tablet,Macos,17:45:00,6,4,At Work,Mobile Data,17,5.0,177.436,3.55,0.182,Evening
613,19,Other,Germany,25498,0,1,Waiting Staff,Rural,Tiktok,53,3,Pranks,17,6412,2,1,39,52,7,3,Entertainment,Smartphone,Android,09:55:00,9,1,At School,Wi-Fi,9,17.67,120.981,13.0,0.019,Morning
614,22,Male,Vietnam,96118,1,1,Labor/Worker,Rural,Youtube,287,10,Trends,24,8605,9,6,9,41,4,6,Entertainment,Smartphone,Ios,17:45:00,6,4,At Work,Wi-Fi,17,28.7,29.983,0.9,0.021,Evening
615,46,Male,Indonesia,70098,1,1,Driver,Rural,Tiktok,190,10,Trends,21,4120,2,3,45,23,4,6,Entertainment,Smartphone,Android,17:45:00,6,4,At Home,Mobile Data,17,19.0,21.684,4.5,0.016,Evening
616,54,Male,Brazil,84386,1,1,Driver,Rural,Facebook,196,14,Gaming,2,8507,7,19,14,5,5,5,Procrastination,Smartphone,Android,16:25:00,7,3,At Home,Wi-Fi,16,14.0,43.403,1.0,0.097,Afternoon
617,55,Male,United States,29569,0,0,Students,Urban,Tiktok,123,12,Entertainment,12,4666,8,4,48,71,1,9,Procrastination,Smartphone,Android,22:15:00,3,7,At School,Mobile Data,22,10.25,37.935,4.0,0.033,Night
